radboudsource,sourceguid,target,targetguid,targetlabel
ENSG00000170425,http://purl.uniprot.org/uniprot/P40189,R-HSA-418555,http://identifiers.org/reactome/R-HSA-418555,G alpha (s) signalling events
ENSG00000170425,http://purl.uniprot.org/uniprot/P40189,R-HSA-9660821,http://identifiers.org/reactome/R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production
ENSG00000170425,http://purl.uniprot.org/uniprot/P40189,R-HSA-417973,http://identifiers.org/reactome/R-HSA-417973,Adenosine P1 receptors
ENSG00000170425,http://purl.uniprot.org/uniprot/P40189,R-HSA-5683826,http://identifiers.org/reactome/R-HSA-5683826,Surfactant metabolism
ENSG00000170759,http://purl.uniprot.org/uniprot/P03372,R-HSA-2132295,http://identifiers.org/reactome/R-HSA-2132295,MHC class II antigen presentation
ENSG00000170759,http://purl.uniprot.org/uniprot/P03372,R-HSA-6811434,http://identifiers.org/reactome/R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000170759,http://purl.uniprot.org/uniprot/P03372,R-HSA-983189,http://identifiers.org/reactome/R-HSA-983189,Kinesins
ENSG00000170759,http://purl.uniprot.org/uniprot/P03372,R-HSA-264876,http://identifiers.org/reactome/R-HSA-264876,Insulin processing
ENSG00000170759,http://purl.uniprot.org/uniprot/P03372,R-HSA-5625970,http://identifiers.org/reactome/R-HSA-5625970,RHO GTPases activate KTN1
ENSG00000198049,http://purl.uniprot.org/uniprot/Q02643,R-HSA-416476,http://identifiers.org/reactome/R-HSA-416476,G alpha (q) signalling events
ENSG00000198049,http://purl.uniprot.org/uniprot/Q02643,R-HSA-388479,http://identifiers.org/reactome/R-HSA-388479,Vasopressin-like receptors
ENSG00000198049,http://purl.uniprot.org/uniprot/Q02643,R-HSA-5619099,http://identifiers.org/reactome/R-HSA-5619099,"Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)"
ENSG00000198851,http://purl.uniprot.org/uniprot/P26010,R-HSA-198933,http://identifiers.org/reactome/R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
ENSG00000198851,http://purl.uniprot.org/uniprot/P26010,R-HSA-202424,http://identifiers.org/reactome/R-HSA-202424,Downstream TCR signaling
ENSG00000198851,http://purl.uniprot.org/uniprot/P26010,R-HSA-202427,http://identifiers.org/reactome/R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains
ENSG00000198851,http://purl.uniprot.org/uniprot/P26010,R-HSA-202430,http://identifiers.org/reactome/R-HSA-202430,Translocation of ZAP-70 to Immunological synapse
ENSG00000198851,http://purl.uniprot.org/uniprot/P26010,R-HSA-202433,http://identifiers.org/reactome/R-HSA-202433,Generation of second messenger molecules
ENSG00000198851,http://purl.uniprot.org/uniprot/P26010,R-HSA-389948,http://identifiers.org/reactome/R-HSA-389948,Co-inhibition by PD-1
ENSG00000211891,http://purl.uniprot.org/uniprot/P20273,R-HSA-6785807,http://identifiers.org/reactome/R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling
ENSG00000211891,http://purl.uniprot.org/uniprot/P20273,R-HSA-2454202,http://identifiers.org/reactome/R-HSA-2454202,Fc epsilon receptor (FCERI) signaling
ENSG00000211891,http://purl.uniprot.org/uniprot/P20273,R-HSA-2730905,http://identifiers.org/reactome/R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization
ENSG00000211891,http://purl.uniprot.org/uniprot/P20273,R-HSA-2871796,http://identifiers.org/reactome/R-HSA-2871796,FCERI mediated MAPK activation
ENSG00000211891,http://purl.uniprot.org/uniprot/P20273,R-HSA-2871809,http://identifiers.org/reactome/R-HSA-2871809,FCERI mediated Ca+2 mobilization
ENSG00000211891,http://purl.uniprot.org/uniprot/P20273,R-HSA-2871837,http://identifiers.org/reactome/R-HSA-2871837,FCERI mediated NF-kB activation
ENSG00000273079,http://purl.uniprot.org/uniprot/P42261,R-HSA-9609736,http://identifiers.org/reactome/R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000273079,http://purl.uniprot.org/uniprot/P42261,R-HSA-5673001,http://identifiers.org/reactome/R-HSA-5673001,RAF/MAP kinase cascade
ENSG00000273079,http://purl.uniprot.org/uniprot/P42261,R-HSA-438066,http://identifiers.org/reactome/R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation"
ENSG00000273079,http://purl.uniprot.org/uniprot/P42261,R-HSA-8849932,http://identifiers.org/reactome/R-HSA-8849932,Synaptic adhesion-like molecules
ENSG00000273079,http://purl.uniprot.org/uniprot/P42261,R-HSA-9620244,http://identifiers.org/reactome/R-HSA-9620244,Long-term potentiation
ENSG00000273079,http://purl.uniprot.org/uniprot/P42261,R-HSA-3928662,http://identifiers.org/reactome/R-HSA-3928662,EPHB-mediated forward signaling
ENSG00000273079,http://purl.uniprot.org/uniprot/P42261,R-HSA-442982,http://identifiers.org/reactome/R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor
ENSG00000273079,http://purl.uniprot.org/uniprot/P42261,R-HSA-6794361,http://identifiers.org/reactome/R-HSA-6794361,Neurexins and neuroligins
ENSG00000273079,http://purl.uniprot.org/uniprot/P42261,R-HSA-9022699,http://identifiers.org/reactome/R-HSA-9022699,MECP2 regulates neuronal receptors and channels
ENSG00000273079,http://purl.uniprot.org/uniprot/P42261,R-HSA-9032500,http://identifiers.org/reactome/R-HSA-9032500,Activated NTRK2 signals through FYN
ENSG00000273079,http://purl.uniprot.org/uniprot/P42261,R-HSA-9617324,http://identifiers.org/reactome/R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission
ENSG00000006116,http://purl.uniprot.org/uniprot/P30872,R-HSA-399719,http://identifiers.org/reactome/R-HSA-399719,Trafficking of AMPA receptors
ENSG00000006116,http://purl.uniprot.org/uniprot/P30872,R-HSA-5682910,http://identifiers.org/reactome/R-HSA-5682910,LGI-ADAM interactions
ENSG00000006283,http://purl.uniprot.org/uniprot/P04626,R-HSA-419037,http://identifiers.org/reactome/R-HSA-419037,NCAM1 interactions
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-6785807,http://identifiers.org/reactome/R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-6798695,http://identifiers.org/reactome/R-HSA-6798695,Neutrophil degranulation
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-2142688,http://identifiers.org/reactome/R-HSA-2142688,Synthesis of 5-eicosatetraenoic acids
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-2142691,http://identifiers.org/reactome/R-HSA-2142691,Synthesis of Leukotrienes (LT) and Eoxins (EX)
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-2142700,http://identifiers.org/reactome/R-HSA-2142700,Biosynthesis of Lipoxins (LX)
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-9012546,http://identifiers.org/reactome/R-HSA-9012546,Interleukin-18 signaling
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-9018676,http://identifiers.org/reactome/R-HSA-9018676,Biosynthesis of D-series resolvins
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-9018682,http://identifiers.org/reactome/R-HSA-9018682,Biosynthesis of maresins
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-9018896,http://identifiers.org/reactome/R-HSA-9018896,Biosynthesis of E-series 18(S)-resolvins
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-9020265,http://identifiers.org/reactome/R-HSA-9020265,Biosynthesis of aspirin-triggered D-series resolvins
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-9023661,http://identifiers.org/reactome/R-HSA-9023661,Biosynthesis of E-series 18(R)-resolvins
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-9026286,http://identifiers.org/reactome/R-HSA-9026286,Biosynthesis of DPAn-3-derived protectins and resolvins
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-9026290,http://identifiers.org/reactome/R-HSA-9026290,Biosynthesis of DPAn-3-derived maresins
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-9026403,http://identifiers.org/reactome/R-HSA-9026403,Biosynthesis of DPAn-3-derived 13-series resolvins
ENSG00000012779,http://purl.uniprot.org/uniprot/P31639,R-HSA-9027604,http://identifiers.org/reactome/R-HSA-9027604,Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives
ENSG00000068024,http://purl.uniprot.org/uniprot/P30531,R-HSA-4090294,http://identifiers.org/reactome/R-HSA-4090294,SUMOylation of intracellular receptors
ENSG00000068024,http://purl.uniprot.org/uniprot/P30531,R-HSA-2122947,http://identifiers.org/reactome/R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription
ENSG00000068024,http://purl.uniprot.org/uniprot/P30531,R-HSA-2644606,http://identifiers.org/reactome/R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants
ENSG00000068024,http://purl.uniprot.org/uniprot/P30531,R-HSA-2894862,http://identifiers.org/reactome/R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
ENSG00000068024,http://purl.uniprot.org/uniprot/P30531,R-HSA-350054,http://identifiers.org/reactome/R-HSA-350054,Notch-HLH transcription pathway
ENSG00000068024,http://purl.uniprot.org/uniprot/P30531,R-HSA-4551638,http://identifiers.org/reactome/R-HSA-4551638,SUMOylation of chromatin organization proteins
ENSG00000068024,http://purl.uniprot.org/uniprot/P30531,R-HSA-8941284,http://identifiers.org/reactome/R-HSA-8941284,RUNX2 regulates chondrocyte maturation
ENSG00000068024,http://purl.uniprot.org/uniprot/P30531,R-HSA-8951936,http://identifiers.org/reactome/R-HSA-8951936,RUNX3 regulates p14-ARF
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-8939902,http://identifiers.org/reactome/R-HSA-8939902,Regulation of RUNX2 expression and activity
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-195253,http://identifiers.org/reactome/R-HSA-195253,Degradation of beta-catenin by the destruction complex
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-196299,http://identifiers.org/reactome/R-HSA-196299,Beta-catenin phosphorylation cascade
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-198323,http://identifiers.org/reactome/R-HSA-198323,AKT phosphorylates targets in the cytosol
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-3371453,http://identifiers.org/reactome/R-HSA-3371453,Regulation of HSF1-mediated heat shock response
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-399956,http://identifiers.org/reactome/R-HSA-399956,CRMPs in Sema3A signaling
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-4641262,http://identifiers.org/reactome/R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-5250924,http://identifiers.org/reactome/R-HSA-5250924,B-WICH complex positively regulates rRNA expression
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-5339716,http://identifiers.org/reactome/R-HSA-5339716,Signaling by GSK3beta mutants
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-5358747,http://identifiers.org/reactome/R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-5358749,http://identifiers.org/reactome/R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-5358751,http://identifiers.org/reactome/R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-5358752,http://identifiers.org/reactome/R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-5467337,http://identifiers.org/reactome/R-HSA-5467337,APC truncation mutants have impaired AXIN binding
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-5467340,http://identifiers.org/reactome/R-HSA-5467340,AXIN missense mutants destabilize the destruction complex
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-5467348,http://identifiers.org/reactome/R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-5610783,http://identifiers.org/reactome/R-HSA-5610783,Degradation of GLI2 by the proteasome
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-5610785,http://identifiers.org/reactome/R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-5674400,http://identifiers.org/reactome/R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-75815,http://identifiers.org/reactome/R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-9682706,http://identifiers.org/reactome/R-HSA-9682706,Replication of the SARS-CoV-1 genome
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-9683610,http://identifiers.org/reactome/R-HSA-9683610,Maturation of nucleoprotein
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-9694631,http://identifiers.org/reactome/R-HSA-9694631,Maturation of nucleoprotein
ENSG00000082701,http://purl.uniprot.org/uniprot/P16234,R-HSA-9694686,http://identifiers.org/reactome/R-HSA-9694686,Replication of the SARS-CoV-2 genome
ENSG00000091181,http://purl.uniprot.org/uniprot/O95477,R-HSA-5673001,http://identifiers.org/reactome/R-HSA-5673001,RAF/MAP kinase cascade
ENSG00000091181,http://purl.uniprot.org/uniprot/O95477,R-HSA-512988,http://identifiers.org/reactome/R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling"
ENSG00000091181,http://purl.uniprot.org/uniprot/O95477,R-HSA-912526,http://identifiers.org/reactome/R-HSA-912526,Interleukin receptor SHC signaling
ENSG00000092969,http://purl.uniprot.org/uniprot/Q01955,R-HSA-114608,http://identifiers.org/reactome/R-HSA-114608,Platelet degranulation 
ENSG00000092969,http://purl.uniprot.org/uniprot/Q01955,R-HSA-2129379,http://identifiers.org/reactome/R-HSA-2129379,Molecules associated with elastic fibres
ENSG00000092969,http://purl.uniprot.org/uniprot/Q01955,R-HSA-3000178,http://identifiers.org/reactome/R-HSA-3000178,ECM proteoglycans
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-8939902,http://identifiers.org/reactome/R-HSA-8939902,Regulation of RUNX2 expression and activity
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-110314,http://identifiers.org/reactome/R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-5696400,http://identifiers.org/reactome/R-HSA-5696400,Dual Incision in GG-NER
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-6782135,http://identifiers.org/reactome/R-HSA-6782135,Dual incision in TC-NER
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-6782210,http://identifiers.org/reactome/R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-2122947,http://identifiers.org/reactome/R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-2644606,http://identifiers.org/reactome/R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-2894862,http://identifiers.org/reactome/R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-195253,http://identifiers.org/reactome/R-HSA-195253,Degradation of beta-catenin by the destruction complex
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-5610783,http://identifiers.org/reactome/R-HSA-5610783,Degradation of GLI2 by the proteasome
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-5610785,http://identifiers.org/reactome/R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-1170546,http://identifiers.org/reactome/R-HSA-1170546,Prolactin receptor signaling
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-1234176,http://identifiers.org/reactome/R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-180585,http://identifiers.org/reactome/R-HSA-180585,Vif-mediated degradation of APOBEC3G
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-2644607,http://identifiers.org/reactome/R-HSA-2644607,Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-4641258,http://identifiers.org/reactome/R-HSA-4641258,Degradation of DVL
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-5610780,http://identifiers.org/reactome/R-HSA-5610780,Degradation of GLI1 by the proteasome
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-5632684,http://identifiers.org/reactome/R-HSA-5632684,Hedgehog 'on' state
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-5658442,http://identifiers.org/reactome/R-HSA-5658442,Regulation of RAS by GAPs
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-5696394,http://identifiers.org/reactome/R-HSA-5696394,DNA Damage Recognition in GG-NER
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-5696395,http://identifiers.org/reactome/R-HSA-5696395,Formation of Incision Complex in GG-NER
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-6781823,http://identifiers.org/reactome/R-HSA-6781823,Formation of TC-NER Pre-Incision Complex
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-6781827,http://identifiers.org/reactome/R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER)
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-68949,http://identifiers.org/reactome/R-HSA-68949,Orc1 removal from chromatin
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-8854050,http://identifiers.org/reactome/R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-8951664,http://identifiers.org/reactome/R-HSA-8951664,Neddylation
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-9010553,http://identifiers.org/reactome/R-HSA-9010553,Regulation of expression of SLITs and ROBOs
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-9020702,http://identifiers.org/reactome/R-HSA-9020702,Interleukin-1 signaling
ENSG00000100387,http://purl.uniprot.org/uniprot/P19971,R-HSA-9604323,http://identifiers.org/reactome/R-HSA-9604323,Negative regulation of NOTCH4 signaling
